filename,fold,target,category
1/1.갇힘_672267.wav,1,1,갇힘
1/1.갇힘_665865.wav,1,1,갇힘
1/1.갇힘_467472.wav,1,1,갇힘
1/1.갇힘_655678.wav,1,1,갇힘
1/1.갇힘_421367.wav,1,1,갇힘
1/1.갇힘_660999.wav,1,1,갇힘
1/1.갇힘_420685.wav,1,1,갇힘
1/1.갇힘_668739.wav,1,1,갇힘
1/1.갇힘_467615.wav,1,1,갇힘
1/1.갇힘_667977.wav,1,1,갇힘
1/1.갇힘_667096.wav,1,1,갇힘
1/1.갇힘_183859.wav,1,1,갇힘
1/1.갇힘_466130.wav,1,1,갇힘
1/1.갇힘_670962.wav,1,1,갇힘
1/1.갇힘_393804.wav,1,1,갇힘
1/1.갇힘_671193.wav,1,1,갇힘
1/1.갇힘_184157.wav,1,1,갇힘
1/1.갇힘_658855.wav,1,1,갇힘
1/1.갇힘_666512.wav,1,1,갇힘
1/1.갇힘_407356.wav,1,1,갇힘
1/1.갇힘_670343.wav,1,1,갇힘
1/1.갇힘_658597.wav,1,1,갇힘
1/1.갇힘_672722.wav,1,1,갇힘
1/1.갇힘_465305.wav,1,1,갇힘
1/1.갇힘_182146.wav,1,1,갇힘
1/1.갇힘_408000.wav,1,1,갇힘
1/1.갇힘_395257.wav,1,1,갇힘
1/1.갇힘_670563.wav,1,1,갇힘
1/1.갇힘_185314.wav,1,1,갇힘
1/1.갇힘_668013.wav,1,1,갇힘
1/1.갇힘_655878.wav,1,1,갇힘
1/1.갇힘_667990.wav,1,1,갇힘
1/1.갇힘_409187.wav,1,1,갇힘
1/1.갇힘_467008.wav,1,1,갇힘
1/1.갇힘_160561.wav,1,1,갇힘
1/1.갇힘_667670.wav,1,1,갇힘
1/1.갇힘_465716.wav,1,1,갇힘
1/1.갇힘_664980.wav,1,1,갇힘
1/1.갇힘_465452.wav,1,1,갇힘
1/1.갇힘_672748.wav,1,1,갇힘
1/1.갇힘_389741.wav,1,1,갇힘
1/1.갇힘_665946.wav,1,1,갇힘
1/1.갇힘_467659.wav,1,1,갇힘
1/1.갇힘_179181.wav,1,1,갇힘
1/1.갇힘_465551.wav,1,1,갇힘
1/1.갇힘_668379.wav,1,1,갇힘
1/1.갇힘_466630.wav,1,1,갇힘
1/1.갇힘_162387.wav,1,1,갇힘
1/1.갇힘_467380.wav,1,1,갇힘
1/1.갇힘_373849.wav,1,1,갇힘
1/1.갇힘_668029.wav,1,1,갇힘
1/1.갇힘_666979.wav,1,1,갇힘
1/1.갇힘_465034.wav,1,1,갇힘
1/1.갇힘_671263.wav,1,1,갇힘
1/1.갇힘_410352.wav,1,1,갇힘
1/1.갇힘_169297.wav,1,1,갇힘
1/1.갇힘_655827.wav,1,1,갇힘
1/1.갇힘_665065.wav,1,1,갇힘
1/1.갇힘_389087.wav,1,1,갇힘
1/1.갇힘_465151.wav,1,1,갇힘
1/1.갇힘_670650.wav,1,1,갇힘
1/1.갇힘_668539.wav,1,1,갇힘
1/1.갇힘_665790.wav,1,1,갇힘
1/1.갇힘_661211.wav,1,1,갇힘
1/1.갇힘_171530.wav,1,1,갇힘
1/1.갇힘_161066.wav,1,1,갇힘
1/1.갇힘_666079.wav,1,1,갇힘
1/1.갇힘_666209.wav,1,1,갇힘
1/1.갇힘_177826.wav,1,1,갇힘
1/1.갇힘_374265.wav,1,1,갇힘
1/1.갇힘_177164.wav,1,1,갇힘
1/1.갇힘_391613.wav,1,1,갇힘
1/1.갇힘_672470.wav,1,1,갇힘
1/1.갇힘_661954.wav,1,1,갇힘
1/1.갇힘_421966.wav,1,1,갇힘
1/1.갇힘_661159.wav,1,1,갇힘
1/1.갇힘_373170.wav,1,1,갇힘
1/1.갇힘_411509.wav,1,1,갇힘
1/1.갇힘_466062.wav,1,1,갇힘
1/1.갇힘_666108.wav,1,1,갇힘
1/1.갇힘_378652.wav,1,1,갇힘
1/1.갇힘_183651.wav,1,1,갇힘
1/1.갇힘_673372.wav,1,1,갇힘
1/1.갇힘_672441.wav,1,1,갇힘
1/1.갇힘_465711.wav,1,1,갇힘
1/1.갇힘_391889.wav,1,1,갇힘
1/1.갇힘_173271.wav,1,1,갇힘
1/1.갇힘_655782.wav,1,1,갇힘
1/1.갇힘_166084.wav,1,1,갇힘
1/1.갇힘_669646.wav,1,1,갇힘
1/1.갇힘_666645.wav,1,1,갇힘
1/1.갇힘_672585.wav,1,1,갇힘
1/1.갇힘_663996.wav,1,1,갇힘
1/1.갇힘_467804.wav,1,1,갇힘
1/1.갇힘_669602.wav,1,1,갇힘
1/1.갇힘_670793.wav,1,1,갇힘
1/1.갇힘_189485.wav,1,1,갇힘
1/1.갇힘_660428.wav,1,1,갇힘
1/1.갇힘_466346.wav,1,1,갇힘
1/1.갇힘_465379.wav,1,1,갇힘
1/1.갇힘_670759.wav,1,1,갇힘
1/1.갇힘_162113.wav,1,1,갇힘
1/1.갇힘_671205.wav,1,1,갇힘
1/1.갇힘_375294.wav,1,1,갇힘
1/1.갇힘_657448.wav,1,1,갇힘
1/1.갇힘_671736.wav,1,1,갇힘
1/1.갇힘_465523.wav,1,1,갇힘
1/1.갇힘_398742.wav,1,1,갇힘
1/1.갇힘_661627.wav,1,1,갇힘
1/1.갇힘_464952.wav,1,1,갇힘
1/1.갇힘_172015.wav,1,1,갇힘
1/1.갇힘_655418.wav,1,1,갇힘
1/1.갇힘_176342.wav,1,1,갇힘
1/1.갇힘_165628.wav,1,1,갇힘
1/1.갇힘_658509.wav,1,1,갇힘
1/1.갇힘_176011.wav,1,1,갇힘
1/1.갇힘_378214.wav,1,1,갇힘
1/1.갇힘_164812.wav,1,1,갇힘
1/1.갇힘_668346.wav,1,1,갇힘
1/1.갇힘_669598.wav,1,1,갇힘
1/1.갇힘_168671.wav,2,1,갇힘
1/1.갇힘_661408.wav,2,1,갇힘
1/1.갇힘_655462.wav,2,1,갇힘
1/1.갇힘_465896.wav,2,1,갇힘
1/1.갇힘_415714.wav,2,1,갇힘
1/1.갇힘_465855.wav,2,1,갇힘
1/1.갇힘_176831.wav,2,1,갇힘
1/1.갇힘_671384.wav,2,1,갇힘
1/1.갇힘_465624.wav,2,1,갇힘
1/1.갇힘_656855.wav,2,1,갇힘
1/1.갇힘_465271.wav,2,1,갇힘
1/1.갇힘_664621.wav,2,1,갇힘
1/1.갇힘_672835.wav,2,1,갇힘
1/1.갇힘_467262.wav,2,1,갇힘
1/1.갇힘_656040.wav,2,1,갇힘
1/1.갇힘_672939.wav,2,1,갇힘
1/1.갇힘_181375.wav,2,1,갇힘
1/1.갇힘_566995.wav,2,1,갇힘
1/1.갇힘_671388.wav,2,1,갇힘
1/1.갇힘_465792.wav,2,1,갇힘
1/1.갇힘_166868.wav,2,1,갇힘
1/1.갇힘_665226.wav,2,1,갇힘
1/1.갇힘_403755.wav,2,1,갇힘
1/1.갇힘_413121.wav,2,1,갇힘
1/1.갇힘_465851.wav,2,1,갇힘
1/1.갇힘_165292.wav,2,1,갇힘
1/1.갇힘_668061.wav,2,1,갇힘
1/1.갇힘_398637.wav,2,1,갇힘
1/1.갇힘_465031.wav,2,1,갇힘
1/1.갇힘_166710.wav,2,1,갇힘
1/1.갇힘_175618.wav,2,1,갇힘
1/1.갇힘_401905.wav,2,1,갇힘
1/1.갇힘_663576.wav,2,1,갇힘
1/1.갇힘_420550.wav,2,1,갇힘
1/1.갇힘_418564.wav,2,1,갇힘
1/1.갇힘_175643.wav,2,1,갇힘
1/1.갇힘_184307.wav,2,1,갇힘
1/1.갇힘_395284.wav,2,1,갇힘
1/1.갇힘_661442.wav,2,1,갇힘
1/1.갇힘_466288.wav,2,1,갇힘
1/1.갇힘_671086.wav,2,1,갇힘
1/1.갇힘_671056.wav,2,1,갇힘
1/1.갇힘_668741.wav,2,1,갇힘
1/1.갇힘_672529.wav,2,1,갇힘
1/1.갇힘_177373.wav,2,1,갇힘
1/1.갇힘_467700.wav,2,1,갇힘
1/1.갇힘_465974.wav,2,1,갇힘
1/1.갇힘_167675.wav,2,1,갇힘
1/1.갇힘_664511.wav,2,1,갇힘
1/1.갇힘_666672.wav,2,1,갇힘
1/1.갇힘_180817.wav,2,1,갇힘
1/1.갇힘_396296.wav,2,1,갇힘
1/1.갇힘_390928.wav,2,1,갇힘
1/1.갇힘_664547.wav,2,1,갇힘
1/1.갇힘_417030.wav,2,1,갇힘
1/1.갇힘_167478.wav,2,1,갇힘
1/1.갇힘_667422.wav,2,1,갇힘
1/1.갇힘_665028.wav,2,1,갇힘
1/1.갇힘_664784.wav,2,1,갇힘
1/1.갇힘_672568.wav,2,1,갇힘
1/1.갇힘_466918.wav,2,1,갇힘
1/1.갇힘_663950.wav,2,1,갇힘
1/1.갇힘_161735.wav,2,1,갇힘
1/1.갇힘_669607.wav,2,1,갇힘
1/1.갇힘_464980.wav,2,1,갇힘
1/1.갇힘_420179.wav,2,1,갇힘
1/1.갇힘_659817.wav,2,1,갇힘
1/1.갇힘_465088.wav,2,1,갇힘
1/1.갇힘_657633.wav,2,1,갇힘
1/1.갇힘_400553.wav,2,1,갇힘
1/1.갇힘_668747.wav,2,1,갇힘
1/1.갇힘_666074.wav,2,1,갇힘
1/1.갇힘_567083.wav,2,1,갇힘
1/1.갇힘_465242.wav,2,1,갇힘
1/1.갇힘_670113.wav,2,1,갇힘
1/1.갇힘_165742.wav,2,1,갇힘
1/1.갇힘_665176.wav,2,1,갇힘
1/1.갇힘_184366.wav,2,1,갇힘
1/1.갇힘_667365.wav,2,1,갇힘
1/1.갇힘_377180.wav,2,1,갇힘
1/1.갇힘_464981.wav,2,1,갇힘
1/1.갇힘_182399.wav,2,1,갇힘
1/1.갇힘_672273.wav,2,1,갇힘
1/1.갇힘_407374.wav,2,1,갇힘
1/1.갇힘_466013.wav,2,1,갇힘
1/1.갇힘_671905.wav,2,1,갇힘
1/1.갇힘_184836.wav,2,1,갇힘
1/1.갇힘_422563.wav,2,1,갇힘
1/1.갇힘_179820.wav,2,1,갇힘
1/1.갇힘_666304.wav,2,1,갇힘
1/1.갇힘_374019.wav,2,1,갇힘
1/1.갇힘_664768.wav,2,1,갇힘
1/1.갇힘_180349.wav,2,1,갇힘
1/1.갇힘_670677.wav,2,1,갇힘
1/1.갇힘_172356.wav,2,1,갇힘
1/1.갇힘_661346.wav,2,1,갇힘
1/1.갇힘_465351.wav,2,1,갇힘
1/1.갇힘_671944.wav,2,1,갇힘
1/1.갇힘_671630.wav,2,1,갇힘
1/1.갇힘_410516.wav,2,1,갇힘
1/1.갇힘_173988.wav,2,1,갇힘
1/1.갇힘_465082.wav,2,1,갇힘
1/1.갇힘_466426.wav,2,1,갇힘
1/1.갇힘_654842.wav,2,1,갇힘
1/1.갇힘_656223.wav,2,1,갇힘
1/1.갇힘_163406.wav,2,1,갇힘
1/1.갇힘_668012.wav,2,1,갇힘
1/1.갇힘_467722.wav,2,1,갇힘
1/1.갇힘_179123.wav,2,1,갇힘
1/1.갇힘_466202.wav,2,1,갇힘
1/1.갇힘_467757.wav,2,1,갇힘
1/1.갇힘_467654.wav,2,1,갇힘
1/1.갇힘_666844.wav,2,1,갇힘
1/1.갇힘_416225.wav,2,1,갇힘
1/1.갇힘_169847.wav,2,1,갇힘
1/1.갇힘_655184.wav,2,1,갇힘
1/1.갇힘_173725.wav,2,1,갇힘
1/1.갇힘_466774.wav,2,1,갇힘
1/1.갇힘_671488.wav,2,1,갇힘
1/1.갇힘_466025.wav,2,1,갇힘
1/1.갇힘_671858.wav,2,1,갇힘
1/1.갇힘_466173.wav,2,1,갇힘
1/1.갇힘_467736.wav,2,1,갇힘
1/1.갇힘_466289.wav,2,1,갇힘
1/1.갇힘_182200.wav,2,1,갇힘
1/1.갇힘_189047.wav,2,1,갇힘
1/1.갇힘_668605.wav,2,1,갇힘
1/1.갇힘_175736.wav,2,1,갇힘
1/1.갇힘_666092.wav,2,1,갇힘
1/1.갇힘_672851.wav,2,1,갇힘
1/1.갇힘_673155.wav,2,1,갇힘
1/1.갇힘_405581.wav,2,1,갇힘
1/1.갇힘_398329.wav,2,1,갇힘
1/1.갇힘_371487.wav,2,1,갇힘
1/1.갇힘_177436.wav,2,1,갇힘
1/1.갇힘_174957.wav,2,1,갇힘
1/1.갇힘_373817.wav,2,1,갇힘
1/1.갇힘_396471.wav,2,1,갇힘
1/1.갇힘_162743.wav,2,1,갇힘
1/1.갇힘_393978.wav,2,1,갇힘
1/1.갇힘_184974.wav,2,1,갇힘
1/1.갇힘_188829.wav,2,1,갇힘
1/1.갇힘_666598.wav,2,1,갇힘
1/1.갇힘_375110.wav,2,1,갇힘
1/1.갇힘_467389.wav,2,1,갇힘
1/1.갇힘_668800.wav,2,1,갇힘
1/1.갇힘_465113.wav,2,1,갇힘
1/1.갇힘_672505.wav,2,1,갇힘
1/1.갇힘_672141.wav,2,1,갇힘
1/1.갇힘_396882.wav,2,1,갇힘
1/1.갇힘_375690.wav,2,1,갇힘
1/1.갇힘_465661.wav,2,1,갇힘
1/1.갇힘_183058.wav,2,1,갇힘
1/1.갇힘_184731.wav,2,1,갇힘
1/1.갇힘_161005.wav,2,1,갇힘
1/1.갇힘_668897.wav,2,1,갇힘
1/1.갇힘_466222.wav,2,1,갇힘
1/1.갇힘_170918.wav,2,1,갇힘
1/1.갇힘_672554.wav,2,1,갇힘
1/1.갇힘_663921.wav,2,1,갇힘
1/1.갇힘_662455.wav,2,1,갇힘
1/1.갇힘_465079.wav,2,1,갇힘
1/1.갇힘_388626.wav,2,1,갇힘
1/1.갇힘_467583.wav,2,1,갇힘
1/1.갇힘_467533.wav,2,1,갇힘
1/1.갇힘_378905.wav,2,1,갇힘
1/1.갇힘_465524.wav,2,1,갇힘
1/1.갇힘_416537.wav,2,1,갇힘
1/1.갇힘_372460.wav,2,1,갇힘
1/1.갇힘_657959.wav,2,1,갇힘
1/1.갇힘_161714.wav,2,1,갇힘
1/1.갇힘_655037.wav,2,1,갇힘
1/1.갇힘_401276.wav,2,1,갇힘
1/1.갇힘_466846.wav,2,1,갇힘
1/1.갇힘_184396.wav,2,1,갇힘
1/1.갇힘_417374.wav,2,1,갇힘
1/1.갇힘_466394.wav,2,1,갇힘
1/1.갇힘_186055.wav,2,1,갇힘
1/1.갇힘_172166.wav,2,1,갇힘
1/1.갇힘_413690.wav,2,1,갇힘
1/1.갇힘_378285.wav,2,1,갇힘
1/1.갇힘_668651.wav,2,1,갇힘
1/1.갇힘_409481.wav,2,1,갇힘
1/1.갇힘_167046.wav,2,1,갇힘
1/1.갇힘_392039.wav,2,1,갇힘
1/1.갇힘_175280.wav,2,1,갇힘
1/1.갇힘_421224.wav,2,1,갇힘
1/1.갇힘_407147.wav,2,1,갇힘
1/1.갇힘_672693.wav,2,1,갇힘
1/1.갇힘_375025.wav,2,1,갇힘
1/1.갇힘_668289.wav,2,1,갇힘
1/1.갇힘_467050.wav,2,1,갇힘
1/1.갇힘_467609.wav,2,1,갇힘
1/1.갇힘_465327.wav,2,1,갇힘
1/1.갇힘_672733.wav,2,1,갇힘
1/1.갇힘_664262.wav,2,1,갇힘
1/1.갇힘_665468.wav,2,1,갇힘
1/1.갇힘_391526.wav,2,1,갇힘
1/1.갇힘_393693.wav,2,1,갇힘
1/1.갇힘_466454.wav,2,1,갇힘
1/1.갇힘_664442.wav,2,1,갇힘
1/1.갇힘_164148.wav,2,1,갇힘
1/1.갇힘_664793.wav,2,1,갇힘
1/1.갇힘_666232.wav,2,1,갇힘
1/1.갇힘_392416.wav,2,1,갇힘
1/1.갇힘_406258.wav,2,1,갇힘
1/1.갇힘_672072.wav,2,1,갇힘
1/1.갇힘_465852.wav,2,1,갇힘
1/1.갇힘_663817.wav,2,1,갇힘
1/1.갇힘_667910.wav,2,1,갇힘
1/1.갇힘_672542.wav,2,1,갇힘
1/1.갇힘_165117.wav,2,1,갇힘
1/1.갇힘_664162.wav,2,1,갇힘
1/1.갇힘_410192.wav,2,1,갇힘
1/1.갇힘_672305.wav,2,1,갇힘
1/1.갇힘_465856.wav,2,1,갇힘
1/1.갇힘_670160.wav,2,1,갇힘
1/1.갇힘_662431.wav,2,1,갇힘
1/1.갇힘_667332.wav,2,1,갇힘
1/1.갇힘_672364.wav,2,1,갇힘
1/1.갇힘_187754.wav,2,1,갇힘
1/1.갇힘_410964.wav,2,1,갇힘
1/1.갇힘_163135.wav,2,1,갇힘
1/1.갇힘_659167.wav,2,1,갇힘
1/1.갇힘_405442.wav,2,1,갇힘
1/1.갇힘_182569.wav,2,1,갇힘
1/1.갇힘_410448.wav,2,1,갇힘
1/1.갇힘_668068.wav,2,1,갇힘
1/1.갇힘_658153.wav,2,1,갇힘
1/1.갇힘_378633.wav,2,1,갇힘
1/1.갇힘_167899.wav,2,1,갇힘
1/1.갇힘_670404.wav,2,1,갇힘
1/1.갇힘_665501.wav,2,1,갇힘
1/1.갇힘_467407.wav,2,1,갇힘
1/1.갇힘_668049.wav,2,1,갇힘
1/1.갇힘_168231.wav,2,1,갇힘
1/1.갇힘_663555.wav,2,1,갇힘
1/1.갇힘_419235.wav,2,1,갇힘
1/1.갇힘_171731.wav,2,1,갇힘
1/1.갇힘_466155.wav,2,1,갇힘
1/1.갇힘_165192.wav,2,1,갇힘
1/1.갇힘_664954.wav,2,1,갇힘
1/1.갇힘_172795.wav,2,1,갇힘
1/1.갇힘_167936.wav,2,1,갇힘
1/1.갇힘_178385.wav,2,1,갇힘
1/1.갇힘_655585.wav,2,1,갇힘
1/1.갇힘_467330.wav,2,1,갇힘
1/1.갇힘_667617.wav,2,1,갇힘
1/1.갇힘_667746.wav,2,1,갇힘
1/1.갇힘_465243.wav,2,1,갇힘
1/1.갇힘_670494.wav,2,1,갇힘
1/1.갇힘_670140.wav,2,1,갇힘
1/1.갇힘_378468.wav,2,1,갇힘
1/1.갇힘_567397.wav,2,1,갇힘
1/1.갇힘_663777.wav,2,1,갇힘
1/1.갇힘_415347.wav,2,1,갇힘
1/1.갇힘_669615.wav,2,1,갇힘
1/1.갇힘_162251.wav,2,1,갇힘
1/1.갇힘_654861.wav,2,1,갇힘
1/1.갇힘_670412.wav,2,1,갇힘
1/1.갇힘_665020.wav,2,1,갇힘
1/1.갇힘_167426.wav,2,1,갇힘
1/1.갇힘_402160.wav,2,1,갇힘
1/1.갇힘_672903.wav,2,1,갇힘
1/1.갇힘_465116.wav,2,1,갇힘
1/1.갇힘_669623.wav,2,1,갇힘
1/1.갇힘_655254.wav,2,1,갇힘
1/1.갇힘_465095.wav,2,1,갇힘
1/1.갇힘_669631.wav,2,1,갇힘
1/1.갇힘_672298.wav,2,1,갇힘
1/1.갇힘_665441.wav,2,1,갇힘
1/1.갇힘_169772.wav,3,1,갇힘
1/1.갇힘_664137.wav,3,1,갇힘
1/1.갇힘_665567.wav,3,1,갇힘
1/1.갇힘_378670.wav,3,1,갇힘
1/1.갇힘_376253.wav,3,1,갇힘
1/1.갇힘_661036.wav,3,1,갇힘
1/1.갇힘_398814.wav,3,1,갇힘
1/1.갇힘_169709.wav,3,1,갇힘
1/1.갇힘_672842.wav,3,1,갇힘
1/1.갇힘_181324.wav,3,1,갇힘
1/1.갇힘_670665.wav,3,1,갇힘
1/1.갇힘_655414.wav,3,1,갇힘
1/1.갇힘_466316.wav,3,1,갇힘
1/1.갇힘_668835.wav,3,1,갇힘
1/1.갇힘_388456.wav,3,1,갇힘
1/1.갇힘_672090.wav,3,1,갇힘
1/1.갇힘_390865.wav,3,1,갇힘
1/1.갇힘_189471.wav,3,1,갇힘
1/1.갇힘_466292.wav,3,1,갇힘
1/1.갇힘_466241.wav,3,1,갇힘
1/1.갇힘_378170.wav,3,1,갇힘
1/1.갇힘_662655.wav,3,1,갇힘
1/1.갇힘_663771.wav,3,1,갇힘
1/1.갇힘_672704.wav,3,1,갇힘
1/1.갇힘_465383.wav,3,1,갇힘
1/1.갇힘_465650.wav,3,1,갇힘
1/1.갇힘_163105.wav,3,1,갇힘
1/1.갇힘_177191.wav,3,1,갇힘
1/1.갇힘_466481.wav,3,1,갇힘
1/1.갇힘_466015.wav,3,1,갇힘
1/1.갇힘_671988.wav,3,1,갇힘
1/1.갇힘_465080.wav,3,1,갇힘
1/1.갇힘_657970.wav,3,1,갇힘
1/1.갇힘_670524.wav,3,1,갇힘
1/1.갇힘_166256.wav,3,1,갇힘
1/1.갇힘_168925.wav,3,1,갇힘
1/1.갇힘_668095.wav,3,1,갇힘
1/1.갇힘_398862.wav,3,1,갇힘
1/1.갇힘_467310.wav,3,1,갇힘
